schemeCode,schemeName,isinGrowth,isinDivReinvestment
143796,NAVI FLEXI CAP FUND - DIRECT PLAN MONTHLY IDCW PAYOUT,INF959L01DW3,INF959L01DX1
143797,NAVI FLEXI CAP FUND - DIRECT PLAN HALF YEARLY IDCW PAYOUT,INF959L01EA7,INF959L01EB5
143798,NAVI FLEXI CAP FUND - DIRECT PLAN ANNUAL IDCW PAYOUT,INF959L01EC3,INF959L01ED1
144149,IDFC Equity Opportunity - Series 6 (1194 DAYS)-Regular Plan IDCW,,
144150,IDFC Equity Opportunity - Series 6 (1194 DAYS)-Direct Plan Growth,,
144151,IDFC Equity Opportunity - Series 6 (1194 DAYS)-Direct Plan IDCW,,
144152,IDFC Equity Opportunity - Series 6 (1194 DAYS)-Regular Plan Growth,,
144310,Union Equity Savings Fund - Regular Plan - Growth Option,INF582M01EG2,
144311,Union Equity Savings Fund - Regular Plan - IDCW Option,INF582M01EI8,INF582M01EH0
144312,Union Equity Savings Fund - Direct Plan - Growth Option,INF582M01EC1,
144313,Union Equity Savings Fund - Direct Plan - IDCW Option,INF582M01EE7,INF582M01ED9
144435,Sundaram Emerging Small Cap Series V Regular Plan - Growth,,
144436,Sundaram Emerging Small Cap Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
144437,Sundaram Emerging Small Cap Series V Direct Plan - Growth,,
144438,Sundaram Emerging Small Cap Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
144461,Franklin India Equity Savings Fund- Growth,INF090I01PA3,
144462,Franklin India Equity Savings Fund - Direct - IDCW ,INF090I01PC9,INF090I01PB1
144463,Franklin India Equity Savings Fund - Quarterly - IDCW,INF090I01PJ4,INF090I01PI6
144464,Franklin India Equity Savings Fund - Monthly - IDCW,INF090I01PF2,INF090I01PE5
144465,Franklin India Equity Savings Fund - Direct - Monthly - IDCW,INF090I01PH8,INF090I01PG0
144466,Franklin India Equity Savings Fund- Growth Direct,INF090I01PD7,
144467,Franklin India Equity Savings Fund - Direct - Quarterly - IDCW,INF090I01PL0,INF090I01PK2
144468,Franklin India Equity Savings Fund - IDCW ,INF090I01OZ3,INF090I01OY6
144484,UTI Equity Savings Fund - Regular Plan - Growth Option,INF789F1A744,
144485,UTI Equity Savings Fund - Regular Plan - IDCW,INF789F1A736,INF789F1A728
144486,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,INF789F1A793,INF789F1A785
144487,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,INF789F1A835,INF789F1A827
144488,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,INF789F1A850,INF789F1A843
144489,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,INF789F1A819,INF789F1A801
144490,UTI Equity Savings Fund - Direct Plan - Growth Option,INF789F1A777,
144491,UTI Equity Savings Fund - Direct Plan - IDCW,INF789F1A769,INF789F1A751
144543,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,,INF277K016K8
144544,TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K011L7,
144545,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,INF277K010L9
144546,Tata Flexi Cap Fund-Direct Plan-Growth,INF277K015K0,
144547,TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K017K6,
144548,Tata Flexi Cap Fund -Regular Plan-Growth,INF277K019K2,
144681,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,,
144726,Sundaram Emerging Small Cap Series VI Regular Plan - Growth,,
144727,Sundaram Emerging Small Cap Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
144728,Sundaram Emerging Small Cap Series VI Direct Plan - Growth,,
144729,Sundaram Emerging Small Cap Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
144730,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,,
144902,Shriram Flexi Cap Fund - Regular Growth,INF680P01075,
144903,Shriram Flexi Cap Fund - Regular-IDCW,INF680P01083,INF680P01091
144905,Shriram Flexi Cap Fund - Direct Growth,INF680P01109,
144906,Shriram Flexi Cap Fund - Direct-IDCW,INF680P01117,INF680P01125
144986,Sundaram Emerging Small Cap Series VII Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
144987,Sundaram Emerging Small Cap Series VII Regular Plan - Growth,,
144988,Sundaram Emerging Small Cap VII Direct Plan - Growth,,
144989,Sundaram Emerging Small Cap Series VII Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
145109,Axis Large & Mid Cap Fund - Direct Plan - IDCW,INF846K01J53,INF846K01J61
145110,Axis Large & Mid Cap Fund - Direct Plan - Growth,INF846K01J46,
145111,Axis Large & Mid Cap Fund - Regular Plan - IDCW,INF846K01J87,INF846K01J95
145112,Axis Large & Mid Cap Fund - Regular Plan - Growth,INF846K01J79,
145206,Tata Small Cap Fund-Direct Plan-Growth,INF277K011O1,
145208,Tata Small Cap Fund-Regular Plan-Growth,INF277K015O2,
145209,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,INF277K012O9
145210,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,INF277K016O0
145225,HSBC Equity Hybrid Fund IDCW,,
145226,HSBC Equity Hybrid Fund Direct Plan IDCW,,
145227,HSBC Equity Hybrid Fund - Growth,,
145228,HSBC Equity Hybrid Fund - Growth Direct,,
145375,L&T Focused Equity Fund - Direct Plan - IDCW ,,
145376,L&T Focused Equity Fund - Direct Plan - Growth Option,,
145377,L&T Focused Equity Fund - Regular Plan - IDCW ,,
145378,L&T Focused Equity Fund - Regular Plan - Growth Option,,
145475,Sundaram Equity Savings Fund Regular Plan - Growth,,
145476,Sundaram Equity Savings Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
145477,Sundaram Equity Savings Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,
145478,Sundaram Equity Savings Fund Direct Plan - Growth,,
145479,Sundaram Equity Savings Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
145480,Sundaram Equity Savings Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,
145599,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Direct Plan - Growth option,INF666M01FA3,
145600,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01FB1,INF666M01FC9
145601,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01FF2,INF666M01FG0
145602,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01FH8,INF666M01FI6
145603,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01FK2,INF666M01FL0
145604,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.,INF666M01FM8,INF666M01FN6
145605,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Regular Plan - Growth option,INF666M01FJ4,
145606,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01FD7,INF666M01FE5
145607,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01FO4,INF666M01FP1
145608,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01FQ9,INF666M01FR7
145675,BANK OF INDIA Small Cap Fund Direct Plan IDCW,INF761K01EO0,INF761K01ES1
145676,BANK OF INDIA Small Cap Fund Regular Plan IDCW,INF761K01EQ5,INF761K01ET9
145677,BANK OF INDIA Small Cap Fund Regular Plan Growth,INF761K01ER3,
145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,INF761K01EP7,
145693,Mirae Asset Equity Savings Fund- Direct Plan- Growth,INF769K01EK1,
145694,Mirae Asset Equity Savings Fund Direct IDCW,INF769K01EJ3,INF769K01EM7
145695,Mirae Asset Equity Savings Fund- Regular Plan- Growth,INF769K01EI5,
145696,Mirae Asset Equity Savings Fund Regular IDCW,INF769K01EH7,INF769K01EL9
145819,Shriram ELSS Tax Saver Fund - Direct Growth,INF680P01158,
145820,Shriram ELSS Tax Saver Fund - Regular Growth,INF680P01133,
145821,Shriram ELSS Tax Saver Fund - Regular-IDCW,INF680P01141,
145822,Shriram ELSS Tax Saver Fund - Direct- IDCW,INF680P01166,
146127,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01JF9,
146128,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01JG7,INF760K01JH5
146130,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,INF760K01JC6,
146131,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01JD4,INF760K01JE2
146193,Edelweiss Small Cap Fund - Regular Plan - Growth,INF754K01JJ4,
146194,Edelweiss Small Cap Fund - Regular Plan - IDCW Option,INF754K01JK2,INF754K01JL0
146196,Edelweiss Small Cap Fund - Direct Plan - Growth,INF754K01JN6,
146197,Edelweiss Small Cap Fund - Direct Plan - IDCW Option,INF754K01JO4,INF754K01JP1
146346,ICICI Prudential Retirement Fund - Pure Equity - Growth Option,INF109KC1TQ6,
146347,ICICI Prudential Retirement Fund - Pure Equity - IDCW Option,INF109KC1TR4,
146348,ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option,INF109KC1TT0,
146349,ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option,INF109KC1TS2,
146397,BNP Paribas Dynamic Equity Fund - Regular Plan-Quarterly Income Distribution cum Capital Withdrawal Option,,
146398,BNP Paribas Dynamic Equity Fund - Regular Plan-Growth Option,,
146399,BNP Paribas Dynamic Equity Fund - Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option,,
146400,BNP Paribas Dynamic Equity Fund - Regular Plan-Annual Income Distribution cum Capital Withdrawal Option,,
146401,BNP Paribas Dynamic Equity Fund - Direct Plan-Annual Income Distribution cum Capital Withdrawal Option,,
146402,BNP Paribas Dynamic Equity Fund - Direct Plan-Growth Option,,
146403,BNP Paribas Dynamic Equity Fund - Direct Plan-Monthly Income Distribution cum Capital Withdrawal Option,,
146404,BNP Paribas Dynamic Equity Fund - Direct Plan-Quarterly Income Distribution cum Capital Withdrawal Option,,
146455,Invesco India Equity Savings Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205KA1015,INF205KA1056
146456,Invesco India Equity Savings Fund - Regular Plan - Growth,INF205KA1023,
146457,Invesco India Equity Savings Fund - Direct Plan - Growth,INF205KA1049,
146458,Invesco India Equity Savings Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205KA1064,INF205KA1031
146548,Mahindra Manulife Large Cap Fund - Regular Plan - IDCW,INF174V01713,INF174V01705
146549,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,INF174V01721,
146550,Mahindra Manulife Large Cap Fund - Direct Plan - IDCW,INF174V01747,INF174V01739
146551,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,
146641,SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1A55,INF200KA1A63
146642,SBI Equity Minimum Variance Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1A89,INF200KA1A97
146643,SBI Equity Minimum Variance Fund - Direct Plan - Growth,INF200KA1A71,
146644,SBI Equity Minimum Variance Fund - Regular Plan - Growth,INF200KA1A48,
146769,HSBC Large & Mid Cap Fund - Regular IDCW,INF336L01NZ6,INF336L01OA7
146770,HSBC Large & Mid Cap Fund - Direct IDCW,INF336L01NW3,INF336L01NX1
146771,HSBC Large & Mid Cap Fund - Regular Growth,INF336L01NY9,
146772,HSBC Large & Mid Cap Fund - Direct Growth,INF336L01NV5,
147129,Principal Small Cap Fund - Regular Plan - Growth Option,,
147130,Principal Small Cap Fund - Regular Plan - Income Distribution CUM Capital Withdrawal Option,,
147131,Principal Small Cap Fund - Direct Plan - Growth Option,,
147132,Principal Small Cap Fund - Direct Plan- Income Distribution CUM Capital Withdrawal Option,,
147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,INF879O01100,
147482,Parag Parikh ELSS Tax Saver Fund- Regular Growth,INF879O01092,
147494,Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth,INF955L01II9,
147495,Baroda BNP Paribas Equity Savings Fund - Regular Plan - IDCW,,INF955L01IK5
147496,Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,INF955L01IL3,
147498,Baroda BNP Paribas Equity Savings Fund - Direct Plan - IDCW,,INF955L01IN9
147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,INF00XX01390,
147542,ITI ELSS Tax Saver Fund - Direct Plan - IDCW Option,INF00XX01408,
147543,ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option,INF00XX01382,
147544,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,INF00XX01374,
147584,Sundaram Equity Fund Regular Plan - Growth,,
147585,Sundaram Equity Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,
147586,Sundaram Equity Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
147587,Sundaram Equity Fund Direct Plan - Growth,,
147588,Sundaram Equity Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
147589,Sundaram Equity Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,
147683,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,INF204KB17F1,INF204KB18F9
147684,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,INF204KB11G2,INF204KB12G0
147685,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Growth Plan,INF204KB13G8,
147686,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option,INF204KB16G1,INF204KB17G9
147687,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,INF204KB18G7,INF204KB19G5
147688,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,INF204KB14G6,INF204KB15G3
147689,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,INF204KB16F3,
147690,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,INF204KB19F7,INF204KB10G4
147691,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,INF204KB10E9,
147692,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,INF204KB14E1,INF204KB15E8
147693,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,INF204KB16E6,INF204KB17E4
147694,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,INF204KB12F2,INF204KB13F0
147695,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,INF204KB18E2,
147696,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,INF204KB10F6,INF204KB11F4
147697,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,INF204KB11E7,
147698,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,INF204KB12E5,INF204KB13E3
147699,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,INF204KB14F8,INF204KB15F5
147700,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,INF204KB19E0,
147840,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,INF174V01945,
147841,Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW,INF174V01960,INF174V01952
147842,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW,INF174V01937,INF174V01929
147843,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth,INF174V01911,
147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,INF209KB1O82,
147845,Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW,INF209KB1O90,
147846,Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth,INF209KB1O66,
147847,Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW,INF209KB1O74,
147868,TATA Quant Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K018Y5,
147869,TATA Quant Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K015Y1,
147917,ITI Small Cap Fund - Direct Plan - IDCW Option,INF00XX01754,INF00XX01762
147918,ITI Small Cap Fund - Regular Plan - IDCW Option,INF00XX01721,INF00XX01739
147919,ITI Small Cap Fund - Direct Plan - Growth Option,INF00XX01747,
147920,ITI Small Cap Fund - Regular Plan - Growth Option,INF00XX01713,
147943,BANDHAN SMALL CAP FUND - DIRECT PLAN IDCW,INF194KB1AM2,
147944,BANDHAN SMALL CAP FUND - REGULAR PLAN GROWTH,INF194KB1AJ8,
147945,BANDHAN SMALL CAP FUND - REGULAR PLAN IDCW,INF194KB1AK6,
147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,INF194KB1AL4,
148033,ICICI Prudential Diversified Equity All Cap Omni FOF - Growth,INF109KC1I15,
148034,ICICI Prudential Diversified Equity All Cap Omni FOF - IDCW,INF109KC1I31,INF109KC1I23
148035,ICICI Prudential Diversified Equity All Cap Omni FOF - Direct Plan - Growth,INF109KC1I49,
148036,ICICI Prudential Diversified Equity All Cap Omni FOF - Direct Plan - IDCW,INF109KC1I64,INF109KC1I56
148063,Edelweiss US Technology Equity Fund of Fund- Direct Plan- Growth,INF754K01LB7,
148064,Edelweiss US Technology Equity Fund of Fund- Regular Plan- Growth,INF754K01LC5,
148273,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,INF204KB17R6,
148274,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,INF204KB18R4,
148275,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option,INF204KB19R2,INF204KB10S9
148276,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option,INF204KB11S7,INF204KB12S5
148277,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option,INF204KB13S3,INF204KB14S1
148278,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,INF204KB19S0,INF204KB10T7
148279,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,INF204KB15S8,
148280,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,INF204KB16S6,
148281,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,INF204KB17S4,INF204KB18S2
148282,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,INF204KB11T5,INF204KB12T3
148351,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,
148352,ITI Large Cap Fund - Direct Plan - IDCW Option,INF00XX01812,INF00XX01820
148353,ITI Large Cap Fund - Direct Plan - Growth Option,INF00XX01804,
148354,ITI Large Cap Fund - Regular Plan - IDCW Option,INF00XX01788,INF00XX01796
148404,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,INF761K01FF5,
148405,BANK OF INDIA Flexi Cap Fund Regular Plan -Growth,INF761K01FI9,
148406,BANK OF INDIA Flexi Cap Fund Direct Plan -IDCW,INF761K01FE8,INF761K01FG3
148407,BANK OF INDIA Flexi Cap Fund Regular Plan -IDCW,INF761K01FH1,INF761K01FJ7
148471,Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option,INF955L01JR8,
148472,Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option,INF955L01JS6,INF955L01JT4
148474,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,INF955L01JU2,
148475,Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option,INF955L01JV0,INF955L01JW8
148485,Axis Global Equity Alpha Fund of Fund - Direct Plan - Growth Option,INF846K01X06,
148486,Axis Global Equity Alpha Fund of Fund - Regular Plan - Growth Option,INF846K01X30,
148487,Axis Global Equity Alpha Fund of Fund - Direct Plan - IDCW,INF846K01X14,INF846K01X22
148488,Axis Global Equity Alpha Fund of Fund - Regular Plan - IDCW,INF846K01X48,INF846K01X55
148491,Principal Large Cap Fund - Regular Growth,,
148500,Mirae Asset Diversified Equity Allocator Passive FOF - Direct Plan - Growth,INF769K01GE9,
148501,Mirae Asset Diversified Equity Allocator Passive FOF - Direct Plan - IDCW,INF769K01GD1,INF769K01GF6
148502,Mirae Asset Diversified Equity Allocator Passive FOF - Regular Plan - Growth,INF769K01GB5,
148503,Mirae Asset Diversified Equity Allocator Passive FOF - Regular Plan - IDCW,INF769K01GA7,INF769K01GC3
148504,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,
148505,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1JA4,
148506,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903JA1JB2
148507,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,INF903JA1JC0,
148508,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),INF903JA1JD8,
148509,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903JA1JE6
148522,Principal Large Cap Fund - Regular Income Distribution CUM Capital Withdrawal Option,,
148524,Principal Large Cap Fund - Direct Growth,,
148525,Principal Large Cap Fund - Direct Income Distribution CUM Capital Withdrawal Option,,
148616,UTI Small Cap Fund - Regular Plan - IDCW (Payout),INF789F1AUP3,
148617,UTI Small Cap Fund - Regular Plan - Growth Option,INF789F1AUO6,
148618,UTI Small Cap Fund - Direct Plan - Growth Option,INF789F1AUQ1,
148619,UTI Small Cap Fund - Direct Plan - IDCW (Payout),INF789F1AUR9,
148641,Nippon India Diversified Equity Flexicap Passive FoF - Regular Plan - Growth Option,INF204KB13X3,
148642,Nippon India Diversified Equity Flexicap Passive FoF - Direct Plan - Growth Option,INF204KB16X6,
148643,Nippon India Diversified Equity Flexicap Passive FoF - IDCW Option,INF204KB14X1,INF204KB15X8
148644,Nippon India Diversified Equity Flexicap Passive FoF- DIRECT Plan - IDCW Option,INF204KB17X4,INF204KB18X2
148645,Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Growth,INF174KA1FL8,
148646,Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Growth,INF174KA1FO2,
148647,Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Payout of Income Distribution cum capital withdrawal option,INF174KA1FK0,INF174KA1FM6
148649,Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Payout of Income Distribution cum capital withdrawal option,INF174KA1FN4,INF174KA1FP9
148661,Kotak US Specific Equity Passive FOF - Regular Plan - Growth,INF174KA1FR5,
148662,Kotak US Specific Equity Passive FOF- Direct Plan - Growth,INF174KA1FQ7,
148699,Axis Greater China Equity Fund of Fund - Direct Plan - Growth Option,INF846K01Y39,
148700,Axis Greater China Equity Fund of Fund - Direct Plan - IDCW,INF846K01Y47,INF846K01Y54
148701,Axis Greater China Equity Fund of Fund - Regular Plan - Growth Option,INF846K01Y62,
148702,Axis Greater China Equity Fund of Fund - Regular Plan - IDCW,INF846K01Y70,INF846K01Y88
148731,ITI Mid Cap Fund - Direct Plan - IDCW Option,INF00XX01937,INF00XX01945
148732,ITI Mid Cap Fund - Regular Plan - Growth Option,INF00XX01895,
148733,ITI Mid Cap Fund - Direct Plan - Growth Option,INF00XX01929,
148734,ITI Mid Cap Fund - Regular Plan - IDCW Option,INF00XX01903,INF00XX01911
148735,HSBC Global Equity Climate Change Fund of Fund - Regular - Growth,INF336L01PY4,
148736,HSBC Global Equity Climate Change Fund of Fund IDCW,INF336L01PZ1,INF336L01QA2
148737,HSBC Global Equity Climate Change Fund of Fund - Direct - Growth,INF336L01PV0,
148738,HSBC Global Equity  Climate Change Fund of Fund Direct Plan IDCW,INF336L01PW8,INF336L01PX6
148759,SBI US Specific Equity Active FoF- Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1U02,INF200KA1U10
148760,SBI US Specific Equity Active FoF - Direct Plan - Growth,INF200KA1U28,
148761,SBI US Specific Equity Active FoF- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1U36,INF200KA1U44
148762,SBI US Specific Equity Active FoF- Regular Plan - Growth,INF200KA1T96,
148980,BANK OF INDIA Large Cap Fund Direct Plan Growth,INF761K01FL3,
148981,BANK OF INDIA Large Cap Fund Direct Plan IDCW,INF761K01FK5,INF761K01FM1
148982,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,
148983,BANK OF INDIA Large Cap Fund Regular Plan IDCW,INF761K01FN9,INF761K01FP4
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,INF663L01W06,
149020,PGIM India Small Cap Fund - Regular Plan - Growth Option,INF663L01W30,
149031,PGIM India Small Cap Fund - Direct Plan - IDCW Option,INF663L01W14,INF663L01W22
149032,PGIM India Small Cap Fund - Regular Plan - IDCW Option,INF663L01W48,INF663L01W55
149056,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan-Growth,INF174KA1HD1,
149058,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan -IDCW Option,INF174KA1HE9,INF174KA1HF6
149059,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan -Growth,INF174KA1HG4,
